Sampling year;Date in;Date out;Station code;Station name;Season;Weeks;Latitude;Longitude;Station Description;Rational;Minilog ID;Minilog Lost;Collector ID;Collector Type;Surface ID;Num_collecteur;C intestinalis % cover;B schlosseri % cover;B schlosseri Color Morph;B violaceus % cover;B violaceus Color Morph;S clava % cover;D vexillum % cover;D listerianum % cover;A aspersa % cover;M membranacea % cover;C mutica % cover;C Pallasiana % cover;Molgula spp. % cover;Schizoporella spp. % cover;Other species;Comments Fauna;Sample Date;Sample time;Prob Depth;Data Prob;Temperture C;Sal ppt;O2 percent;O2 mg-l;SpCond - mS;Spc - mS;pH;pHmV;Chl ug-l;Sampler;Affiliation;Contact;Num_collecteur;Comments;Ech_genetique
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;4;Plate;1;CN-17-074PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-074PL;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;5;Petri Dish;1;CN-17-075PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-075PE1;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;5;Petri Dish;2;CN-17-075PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-075PE2;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;5;Petri Dish;3;CN-17-075PE3;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-075PE3;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;5;Plate;1;CN-17-075PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-075PL;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;6;Petri Dish;1;CN-17-076PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-076PE1;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;6;Petri Dish;2;CN-17-076PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-076PE2;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;6;Petri Dish;3;CN-17-076PE3;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-076PE3;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;6;Plate;1;CN-17-076PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-076PL;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;7;Petri Dish;1;CN-17-077PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-077PE1;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;7;Petri Dish;2;CN-17-077PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-077PE2;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;7;Petri Dish;3;CN-17-077PE3;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-077PE3;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;7;Plate;1;CN-17-077PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-077PL;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;8;Petri Dish;1;CN-17-078PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-078PE1;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;8;Petri Dish;2;CN-17-078PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-078PE2;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;8;Petri Dish;3;CN-17-078PE3;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-078PE3;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;8;Plate;1;CN-17-078PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-078PL;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;9;Petri Dish;1;CN-17-079PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-079PE1;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;9;Petri Dish;2;CN-17-079PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-079PE2;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;9;Petri Dish;3;CN-17-079PE3;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-079PE3;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;9;Plate;1;CN-17-079PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-079PL;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;10;Petri Dish;1;CN-17-080PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-080PE1;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;10;Petri Dish;2;CN-17-080PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-080PE2;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;10;Petri Dish;3;CN-17-080PE3;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-080PE3;;
2017;2017-06-06;2017-10-04;CN-10;Marina de Tadoussac;Full;17.1428571428571;48.13841;-69.71578;Quai flottants;Quai flottants;20087069;No;10;Plate;1;CN-17-080PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.395833333333333;1;COND 3110;6.4;22.4;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;CN-17-080PL;;
2017;2017-06-07;2017-10-04;BSL-2;Port de Gros Cacouna;Full;17;47.92703;-69.51377;Quai en béton;Quai en béton;20087091;No;1;Petri Dish;1;BSL-17-011PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.659722222222222;1;COND 3110;8.5;19.8;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-011PE1;;
2017;2017-06-07;2017-10-04;BSL-2;Port de Gros Cacouna;Full;17;47.92703;-69.51377;Quai en béton;Quai en béton;20087091;No;1;Petri Dish;2;BSL-17-011PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.659722222222222;1;COND 3110;8.5;19.8;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-011PE2;;
2017;2017-06-07;2017-10-04;BSL-2;Port de Gros Cacouna;Full;17;47.92703;-69.51377;Quai en béton;Quai en béton;20087091;No;1;Petri Dish;3;BSL-17-011PE3;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.659722222222222;1;COND 3110;8.5;19.8;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-011PE3;;
2017;2017-06-07;2017-10-04;BSL-2;Port de Gros Cacouna;Full;17;47.92703;-69.51377;Quai en béton;Quai en béton;20087091;No;1;Plate;1;BSL-17-011PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.659722222222222;1;COND 3110;8.5;19.8;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-011PL;;
2017;2017-06-07;2017-10-04;BSL-2;Port de Gros Cacouna;Full;17;47.92703;-69.51377;Quai en béton;Quai en béton;20087091;No;2;Petri Dish;1;BSL-17-012PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.659722222222222;1;COND 3110;8.5;19.8;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-012PE1;;
2017;2017-06-07;2017-10-04;BSL-2;Port de Gros Cacouna;Full;17;47.92703;-69.51377;Quai en béton;Quai en béton;20087091;No;2;Petri Dish;2;BSL-17-012PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.659722222222222;1;COND 3110;8.5;19.8;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-012PE2;;
2017;2017-06-07;2017-10-04;BSL-2;Port de Gros Cacouna;Full;17;47.92703;-69.51377;Quai en béton;Quai en béton;20087091;No;2;Petri Dish;3;BSL-17-012PE3;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.659722222222222;1;COND 3110;8.5;19.8;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-012PE3;;
2017;2017-06-07;2017-10-04;BSL-2;Port de Gros Cacouna;Full;17;47.92703;-69.51377;Quai en béton;Quai en béton;20087091;No;2;Plate;1;BSL-17-012PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-10-04;0.659722222222222;1;COND 3110;8.5;19.8;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-012PL;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;1;Petri Dish;1;BSL-17-001PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-001PE1;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;1;Petri Dish;2;BSL-17-001PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-001PE2;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;1;Petri Dish;3;BSL-17-001PE3;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-001PE3;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;1;Plate;1;BSL-17-001PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-001PL;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;2;Petri Dish;1;BSL-17-002PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-002PE1;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;2;Petri Dish;2;BSL-17-002PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-002PE2;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;2;Petri Dish;3;BSL-17-002PE3;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-002PE3;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;2;Plate;1;BSL-17-002PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-002PL;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;3;Petri Dish;1;BSL-17-003PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-003PE1;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;3;Petri Dish;2;BSL-17-003PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-003PE2;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;3;Petri Dish;3;BSL-17-003PE3;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-003PE3;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;3;Plate;1;BSL-17-003PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-003PL;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;4;Petri Dish;1;BSL-17-004PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-004PE1;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;4;Petri Dish;2;BSL-17-004PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-004PE2;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;4;Petri Dish;3;BSL-17-004PE3;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-004PE3;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;4;Plate;1;BSL-17-004PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-004PL;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;5;Petri Dish;1;BSL-17-005PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-005PE1;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;5;Petri Dish;2;BSL-17-005PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-005PE2;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;5;Petri Dish;3;BSL-17-005PE3;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-005PE3;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;5;Plate;1;BSL-17-005PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-005PL;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;6;Petri Dish;1;BSL-17-006PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-006PE1;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;6;Petri Dish;2;BSL-17-006PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-006PE2;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;6;Petri Dish;3;BSL-17-006PE3;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-006PE3;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;6;Plate;1;BSL-17-006PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-006PL;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;7;Petri Dish;1;BSL-17-007PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-007PE1;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;7;Petri Dish;2;BSL-17-007PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-007PE2;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;7;Petri Dish;3;BSL-17-007PE3;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-007PE3;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;7;Plate;1;BSL-17-007PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-007PL;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;8;Petri Dish;1;BSL-17-008PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-008PE1;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;8;Petri Dish;2;BSL-17-008PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-008PE2;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;8;Petri Dish;3;BSL-17-008PE3;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-008PE3;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;8;Plate;1;BSL-17-008PL;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-008PL;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;9;Petri Dish;1;BSL-17-009PE1;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-009PE1;;
2017;2017-06-08;2017-09-29;BSL-1;Marina de Rimouski;Full;16.1428571428571;48.47897;-68.51163;Quai flottants;Quai flottants;20087096;No;9;Petri Dish;2;BSL-17-009PE2;0;0;;0;;0;0;0;0;0;0;;;;;;2017-09-29;0.3125;1;COND 3110;8.8;25.2;NA;NA;NA;NA;NA;NA;NA;DFO_Qc;IML;Isabelle Berube;BSL-17-009PE2;;
